CRF_NAME,SECTION_NAME,SECTION_INDEX,OBSERVATION_CODE,OBS_INDEX,AFD_PATTERN_KEY,IS_CHECKBOX,ACTIVE
PRIMARY_IRECIST,IMAGE_QUALITY,0,IMAGE_QUALITY_ISSUES_FLAG,0,imageQualityAssessments.imageQualityAssessmentList[0].hasIssues,N,Y
PRIMARY_IRECIST,IMAGE_QUALITY,0,IMAGE_QUALITY_ISSUES_FLAG,0,imageQualityAssessments.imageQualityAssessmentList[0].hasIssues,N,Y
PRIMARY_IRECIST,IMAGE_QUALITY,0,IMAGE_QUALITY_ISSUES_QUESTION,1,imageQualityAssessments.imageQualityAssessmentList[0].issues[0].question,Y,Y
PRIMARY_IRECIST,IMAGE_QUALITY,0,IMAGE_QUALITY_ISSUES_VALUE,1,imageQualityAssessments.imageQualityAssessmentList[0].issues[0].value,Y,Y
PRIMARY_IRECIST,IMAGE_QUALITY,0,IMAGE_QUALITY_ISSUE_1_QUESTION,1,imageQualityAssessments.imageQualityAssessmentList[0].issues[0].question,Y,Y
PRIMARY_IRECIST,IMAGE_QUALITY,0,IMAGE_QUALITY_ISSUE_1_VALUE,1,imageQualityAssessments.imageQualityAssessmentList[0].issues[0].value,Y,Y
PRIMARY_IRECIST,IMAGE_QUALITY,0,IMAGE_QUALITY_COMMENTS,2,imageQualityAssessments.imageQualityAssessmentList[0].imageQualityComments,N,Y
PRIMARY_IRECIST,IMAGE_QUALITY,0,IMAGE_QUALITY_ISSUE_2_QUESTION,2,imageQualityAssessments.imageQualityAssessmentList[0].issues[0].question,Y,Y
PRIMARY_IRECIST,IMAGE_QUALITY,0,IMAGE_QUALITY_ISSUE_2_VALUE,2,imageQualityAssessments.imageQualityAssessmentList[0].issues[0].value,Y,Y
PRIMARY_IRECIST,IMAGE_QUALITY,0,IMAGE_QUALITY_ISSUE_3_QUESTION,3,imageQualityAssessments.imageQualityAssessmentList[0].issues[0].question,Y,Y
PRIMARY_IRECIST,IMAGE_QUALITY,0,IMAGE_QUALITY_ISSUE_3_VALUE,3,imageQualityAssessments.imageQualityAssessmentList[0].issues[0].value,Y,Y
PRIMARY_IRECIST,IMAGE_QUALITY,0,IMAGE_QUALITY_ISSUE_4_QUESTION,4,imageQualityAssessments.imageQualityAssessmentList[0].issues[0].question,Y,Y
PRIMARY_IRECIST,IMAGE_QUALITY,0,IMAGE_QUALITY_ISSUE_4_VALUE,4,imageQualityAssessments.imageQualityAssessmentList[0].issues[0].value,Y,Y
PRIMARY_IRECIST,IMAGE_QUALITY,0,IMAGE_QUALITY_ISSUE_5_QUESTION,5,imageQualityAssessments.imageQualityAssessmentList[0].issues[0].question,Y,Y
PRIMARY_IRECIST,IMAGE_QUALITY,0,IMAGE_QUALITY_ISSUE_5_VALUE,5,imageQualityAssessments.imageQualityAssessmentList[0].issues[0].value,Y,Y
PRIMARY_IRECIST,IMAGE_QUALITY,0,IMAGE_QUALITY_ISSUE_6_QUESTION,6,imageQualityAssessments.imageQualityAssessmentList[0].issues[0].question,Y,Y
PRIMARY_IRECIST,IMAGE_QUALITY,0,IMAGE_QUALITY_ISSUE_6_VALUE,6,imageQualityAssessments.imageQualityAssessmentList[0].issues[0].value,Y,Y
PRIMARY_IRECIST,IMAGE_QUALITY,0,IMAGE_QUALITY_ISSUE_COMMENTS,7,imageQualityAssessments.imageQualityAssessmentList[0].imageQualityComments,N,Y
PRIMARY_IRECIST,RECIST11_NON_NODAL_TARGET_LESIONS,1,LESION_ID,0,measuredNonNodalLesions[1].name,N,Y
PRIMARY_IRECIST,RECIST11_NON_NODAL_TARGET_LESIONS,1,LDIAM,1,measuredNonNodalLesions[1].overlay.length,N,Y
PRIMARY_IRECIST,RECIST11_NON_NODAL_TARGET_LESIONS,1,MEASUREMENT_UNITS,2,measuredNonNodalLesions[1].overlay.units,N,Y
PRIMARY_IRECIST,RECIST11_NON_NODAL_TARGET_LESIONS,1,OVERLAY_IMAGE_RECID,3,measuredNonNodalLesions[1].overlay.imageRecID,N,Y
PRIMARY_IRECIST,RECIST11_NON_NODAL_TARGET_LESIONS,1,OVERLAY_IMAGE_SERIES,4,measuredNonNodalLesions[1].overlay.imageTitle,N,Y
PRIMARY_IRECIST,RECIST11_NON_NODAL_TARGET_LESIONS,1,OVERLAY_IMAGE_SLICE_NO,5,measuredNonNodalLesions[1].overlay.sliceNumber,N,Y
PRIMARY_IRECIST,RECIST11_NON_NODAL_TARGET_LESIONS,1,LESION_LOCATION,6,measuredNonNodalLesions[1].location,N,Y
PRIMARY_IRECIST,RECIST11_NON_NODAL_TARGET_LESIONS,1,LESION_LOCATION_DESCRIPTION,7,measuredNonNodalLesions[1].locationDescription,N,Y
PRIMARY_IRECIST,RECIST11_NON_NODAL_TARGET_LESIONS,1,REASON_NOT_MEASURED,8,measuredNonNodalLesions[1].reasonNoOverlay,N,Y
PRIMARY_IRECIST,RECIST11_NON_NODAL_TARGET_LESIONS,1,CORRESPONDING_IMAGE_RECID,9,measuredNonNodalLesions[1].imageRecId,N,Y
PRIMARY_IRECIST,RECIST11_NON_NODAL_TARGET_LESIONS,1,CORRESPONDING_IMAGE_SERIES,10,measuredNonNodalLesions[1].imageName,N,Y
PRIMARY_IRECIST,RECIST11_NON_NODAL_TARGET_LESIONS,1,REASON_NOT_EVALUABLE_QUESTION,11,measuredNonNodalLesions[1].lesionReasonNotEvaluableIssues[0].question,Y,Y
PRIMARY_IRECIST,RECIST11_NON_NODAL_TARGET_LESIONS,1,REASON_NOT_EVALUABLE_VALUE,11,measuredNonNodalLesions[1].lesionReasonNotEvaluableIssues[0].value,Y,Y
PRIMARY_IRECIST,RECIST11_NON_NODAL_TARGET_LESIONS,1,REASON_NOT_EVALUABLE_COMMENT,12,measuredNonNodalLesions[1].unknownComments,N,Y
PRIMARY_IRECIST,RECIST11_NON_NODAL_TARGET_LESIONS,1,LESION_COMMENTS,13,measuredNonNodalLesions[1].comments,N,Y
PRIMARY_IRECIST,RECIST11_NODAL_TARGET_LESIONS,2,LESION_ID,0,measuredNodalLesions[2].name,N,Y
PRIMARY_IRECIST,RECIST11_NODAL_TARGET_LESIONS,2,LPERP,1,measuredNodalLesions[2].overlay.orthogonalLength,N,Y
PRIMARY_IRECIST,RECIST11_NODAL_TARGET_LESIONS,2,MEASUREMENT_UNITS,2,measuredNodalLesions[2].overlay.units,N,Y
PRIMARY_IRECIST,RECIST11_NODAL_TARGET_LESIONS,2,OVERLAY_IMAGE_RECID,3,measuredNodalLesions[2].overlay.imageRecID,N,Y
PRIMARY_IRECIST,RECIST11_NODAL_TARGET_LESIONS,2,OVERLAY_IMAGE_SERIES,4,measuredNodalLesions[2].overlay.imageTitle,N,Y
PRIMARY_IRECIST,RECIST11_NODAL_TARGET_LESIONS,2,OVERLAY_IMAGE_SLICE_NO,5,measuredNodalLesions[2].overlay.sliceNumber,N,Y
PRIMARY_IRECIST,RECIST11_NODAL_TARGET_LESIONS,2,LESION_LOCATION,6,measuredNodalLesions[2].location,N,Y
PRIMARY_IRECIST,RECIST11_NODAL_TARGET_LESIONS,2,LESION_LOCATION_DESCRIPTION,7,measuredNodalLesions[2].locationDescription,N,Y
PRIMARY_IRECIST,RECIST11_NODAL_TARGET_LESIONS,2,REASON_NOT_MEASURED,8,measuredNodalLesions[2].reasonNoOverlay,N,Y
PRIMARY_IRECIST,RECIST11_NODAL_TARGET_LESIONS,2,CORRESPONDING_IMAGE_RECID,9,measuredNodalLesions[2].imageRecID,N,Y
PRIMARY_IRECIST,RECIST11_NODAL_TARGET_LESIONS,2,CORRESPONDING_IMAGE_SERIES,10,measuredNodalLesions[2].imageName,N,Y
PRIMARY_IRECIST,RECIST11_NODAL_TARGET_LESIONS,2,REASON_NOT_EVALUABLE_QUESTION,11,measuredNodalLesions[2].lesionReasonNotEvaluableIssues[0].question,Y,Y
PRIMARY_IRECIST,RECIST11_NODAL_TARGET_LESIONS,2,REASON_NOT_EVALUABLE_VALUE,11,measuredNodalLesions[2].lesionReasonNotEvaluableIssues[0].value,Y,Y
PRIMARY_IRECIST,RECIST11_NODAL_TARGET_LESIONS,2,REASON_NOT_EVALUABLE_COMMENT,12,measuredNodalLesions[2].unknownComments,N,Y
PRIMARY_IRECIST,RECIST11_NODAL_TARGET_LESIONS,2,LESION_COMMENTS,13,measuredNodalLesions[2].comments,N,Y
PRIMARY_IRECIST,RECIST11_LESION_CALCULATIONS,3,SUMDIAM,0,calculations.sum,N,Y
PRIMARY_IRECIST,RECIST11_LESION_CALCULATIONS,3,SUMNLNLD,1,calculations.sumNonNodalDiameters,N,Y
PRIMARY_IRECIST,RECIST11_LESION_CALCULATIONS,3,ACBSD,2,calculations.actualChangeFromBaseline,N,Y
PRIMARY_IRECIST,RECIST11_LESION_CALCULATIONS,3,PCBSD,3,calculations.percentageChangeFromBaseline,N,Y
PRIMARY_IRECIST,RECIST11_LESION_CALCULATIONS,3,ACNSD,4,calculations.actualChangeFromNadir,N,Y
PRIMARY_IRECIST,RECIST11_LESION_CALCULATIONS,3,PCNSD,5,calculations.percentageChangeFromNadir,N,Y
PRIMARY_IRECIST,RECIST11_LESION_CALCULATIONS,3,NADIR_TIMEPOINT,6,calculations.timepointUsedForNadir,N,Y
PRIMARY_IRECIST,RECIST11_TARGET_ASSESSMENTS,4,TRGRESP,0,overallMeasuredLesionAssessment.value,N,Y
PRIMARY_IRECIST,RECIST11_TARGET_ASSESSMENTS,4,TARGET_NE_COMMENTS,1,overallMeasuredLesionAssessment.unknownComments,N,Y
PRIMARY_IRECIST,RECIST11_TARGET_ASSESSMENTS,4,TARGET_ASSESSMENT_COMMENTS,2,overallMeasuredLesionAssessment.comments,N,Y
PRIMARY_IRECIST,IRECIST_TARGET_CALCULATIONS_SINCE_IUPD,6,ACUPDSD,7,calculations.actualChangeOfSumOfDiametersFromIupd,N,Y
PRIMARY_IRECIST,IRECIST_TARGET_CALCULATIONS_SINCE_IUPD,6,UPD_TIMEPOINT,8,calculations.timpointUsedAsRelevantIupd,N,Y
PRIMARY_IRECIST,IRECIST_TARGET_LESIONS_ASSESSMENT,7,IRECIST_TRGRESP,0,irecistOverallMeasuredLesionAssessment.value,N,Y
PRIMARY_IRECIST,IRECIST_TARGET_LESIONS_ASSESSMENT,7,IRECIST_TARGET_ASSESSMENT_COMMENTS,1,irecistOverallMeasuredLesionAssessment.comments,N,Y
PRIMARY_IRECIST,IRECIST_TARGET_LESIONS_ASSESSMENT_SOFT_EDIT_CHECKS,8,IRECIST_TARGET_OVERRIDE_REASONS_QUESTION,0,irecistOverallMeasuredAssessmentSoftEditCheckOverride.overrideReasons[0].question,Y,Y
PRIMARY_IRECIST,IRECIST_TARGET_LESIONS_ASSESSMENT_SOFT_EDIT_CHECKS,8,IRECIST_TARGET_OVERRIDE_REASONS_VALUE,0,irecistOverallMeasuredAssessmentSoftEditCheckOverride.overrideReasons[0].value,Y,Y
PRIMARY_IRECIST,IRECIST_TARGET_LESIONS_ASSESSMENT_SOFT_EDIT_CHECKS,8,IRECIST_TARGET_OVERRIDE_COMMENTS,1,irecistOverallMeasuredAssessmentSoftEditCheckOverride.comments,N,Y
PRIMARY_IRECIST,RECIST11_NON_TARGET_LESIONS,9,LESION_ID,0,nonMeasuredLesions[9].name,N,Y
PRIMARY_IRECIST,RECIST11_NON_TARGET_LESIONS,9,OVERLAY_IMAGE_RECID,1,nonMeasuredLesions[9].overlay.imageRecID,N,Y
PRIMARY_IRECIST,RECIST11_NON_TARGET_LESIONS,9,OVERLAY_IMAGE_SERIES,2,nonMeasuredLesions[9].overlay.imageTitle,N,Y
PRIMARY_IRECIST,RECIST11_NON_TARGET_LESIONS,9,OVERLAY_IMAGE_SLICE_NO,3,nonMeasuredLesions[9].overlay.sliceNumber,N,Y
PRIMARY_IRECIST,RECIST11_NON_TARGET_LESIONS,9,LESION_LOCATION,4,nonMeasuredLesions[9].location,N,Y
PRIMARY_IRECIST,RECIST11_NON_TARGET_LESIONS,9,LESION_LOCATION_DESCRIPTION,5,nonMeasuredLesions[9].locationDescription,N,Y
PRIMARY_IRECIST,RECIST11_NON_TARGET_LESIONS,9,LESION_ASSESSMENT,6,nonMeasuredLesions[9].assessment,N,Y
PRIMARY_IRECIST,RECIST11_NON_TARGET_LESIONS,9,CORRESPONDING_IMAGE_RECID,7,nonMeasuredLesions[9].imageRecId,N,Y
PRIMARY_IRECIST,RECIST11_NON_TARGET_LESIONS,9,CORRESPONDING_IMAGE_SERIES,8,nonMeasuredLesions[9].imageName,N,Y
PRIMARY_IRECIST,RECIST11_NON_TARGET_LESIONS,9,REASON_NOT_EVALUABLE_QUESTION,9,nonMeasuredLesions[9].lesionReasonNotEvaluableIssues[0].question,Y,Y
PRIMARY_IRECIST,RECIST11_NON_TARGET_LESIONS,9,REASON_NOT_EVALUABLE_VALUE,9,nonMeasuredLesions[9].lesionReasonNotEvaluableIssues[0].value,Y,Y
PRIMARY_IRECIST,RECIST11_NON_TARGET_LESIONS,9,REASON_NOT_EVALUABLE_COMMENT,10,nonMeasuredLesions[9].unknownComments,N,Y
PRIMARY_IRECIST,RECIST11_NON_TARGET_LESIONS,9,LESION_COMMENTS,11,nonMeasuredLesions[9].comments,N,Y
PRIMARY_IRECIST,RECIST11_NON_TARGET_ASSESSMENT_SOFT_EDIT_CHECKS,11,NT_OVERRIDE_REASONS_QUESTION,0,overallNonMeasuredAssessmentSoftEditCheckOverride.overrideReasons[0].question,Y,Y
PRIMARY_IRECIST,RECIST11_NON_TARGET_ASSESSMENT_SOFT_EDIT_CHECKS,11,NT_OVERRIDE_REASONS_VALUE,0,overallNonMeasuredAssessmentSoftEditCheckOverride.overrideReasons[0].value,Y,Y
PRIMARY_IRECIST,RECIST11_NON_TARGET_ASSESSMENT_SOFT_EDIT_CHECKS,11,NT_OVERRIDE_COMMENTS,1,overallNonMeasuredAssessmentSoftEditCheckOverride.comments,N,Y
PRIMARY_IRECIST,IRECIST_NON_TARGET_LESIONS_ASSESSMENT,12,IRECIST_NTRGRESP,0,irecistOverallNonMeasuredLesionAssessment.value,N,Y
PRIMARY_IRECIST,IRECIST_NON_TARGET_LESIONS_ASSESSMENT,12,IRECIST_NT_ASSESSMENT_COMMENTS,1,irecistOverallNonMeasuredLesionAssessment.comments,N,Y
PRIMARY_IRECIST,IRECIST_NON_TARGET_LESIONS_ASSESSMENT_SOFT_EDIT_CHECKS,13,IRECIST_NT_OVERRIDE_REASONS_QUESTION,0,irecistOverallNonMeasuredAssessmentSoftEditCheckOverride.overrideReasons[0].question,Y,Y
PRIMARY_IRECIST,IRECIST_NON_TARGET_LESIONS_ASSESSMENT_SOFT_EDIT_CHECKS,13,IRECIST_NT_OVERRIDE_REASONS_VALUE,0,irecistOverallNonMeasuredAssessmentSoftEditCheckOverride.overrideReasons[0].value,Y,Y
PRIMARY_IRECIST,IRECIST_NON_TARGET_LESIONS_ASSESSMENT_SOFT_EDIT_CHECKS,13,IRECIST_NT_OVERRIDE_COMMENTS,1,irecistOverallNonMeasuredAssessmentSoftEditCheckOverride.comments,N,Y
PRIMARY_IRECIST,IRECIST_PREVNEW_TARGET_NON_NODAL_LESIONS,14,LESION_ID,0,previousNewNonNodalLesions[14].name,N,Y
PRIMARY_IRECIST,IRECIST_PREVNEW_TARGET_NON_NODAL_LESIONS,14,FIRST_TP_NAME,1,previousNewNonNodalLesions[14].firstMeasuredTimepoint.blindedName,N,Y
PRIMARY_IRECIST,IRECIST_PREVNEW_TARGET_NON_NODAL_LESIONS,14,LDIAM,2,previousNewNonNodalLesions[14].overlay.length,N,Y
PRIMARY_IRECIST,IRECIST_PREVNEW_TARGET_NON_NODAL_LESIONS,14,MEASUREMENT_UNITS,3,previousNewNonNodalLesions[14].overlay.units,N,Y
PRIMARY_IRECIST,IRECIST_PREVNEW_TARGET_NON_NODAL_LESIONS,14,LESION_LOCATION,4,previousNewNonNodalLesions[14].location,N,Y
PRIMARY_IRECIST,IRECIST_PREVNEW_TARGET_NON_NODAL_LESIONS,14,locationDescription,5,previousNewNonNodalLesions[14].locationDescription,N,Y
PRIMARY_IRECIST,IRECIST_PREVNEW_TARGET_NON_NODAL_LESIONS,14,OVERLAY_IMAGE_RECID,6,previousNewNonNodalLesions[14].overlay.imageRecID,N,Y
PRIMARY_IRECIST,IRECIST_PREVNEW_TARGET_NON_NODAL_LESIONS,14,OVERLAY_IMAGE_SERIES,7,previousNewNonNodalLesions[14].overlay.imageTitle,N,Y
PRIMARY_IRECIST,IRECIST_PREVNEW_TARGET_NON_NODAL_LESIONS,14,OVERLAY_IMAGE_SLICE_NO,8,previousNewNonNodalLesions[14].overlay.sliceNumber,N,Y
PRIMARY_IRECIST,IRECIST_PREVNEW_TARGET_NON_NODAL_LESIONS,14,REASON_NOT_MEASURED,9,previousNewNonNodalLesions[14].reasonNoOverlay,N,Y
PRIMARY_IRECIST,IRECIST_PREVNEW_TARGET_NON_NODAL_LESIONS,14,CORRESPONDING_IMAGE_RECID,10,previousNewNonNodalLesions[14].imageRecId,N,Y
PRIMARY_IRECIST,IRECIST_PREVNEW_TARGET_NON_NODAL_LESIONS,14,CORRESPONDING_IMAGE_SERIES,11,previousNewNonNodalLesions[14].imageName,N,Y
PRIMARY_IRECIST,IRECIST_PREVNEW_TARGET_NON_NODAL_LESIONS,14,REASON_NOT_EVALUABLE_QUESTION,12,previousNewNonNodalLesions[14].lesionReasonNotEvaluableIssues[0].question,Y,Y
PRIMARY_IRECIST,IRECIST_PREVNEW_TARGET_NON_NODAL_LESIONS,14,REASON_NOT_EVALUABLE_VALUE,12,previousNewNonNodalLesions[14].lesionReasonNotEvaluableIssues[0].value,Y,Y
PRIMARY_IRECIST,IRECIST_PREVNEW_TARGET_NON_NODAL_LESIONS,14,REASON_NOT_EVALUABLE_COMMENT,13,previousNewNonNodalLesions[14].unknownComments,N,Y
PRIMARY_IRECIST,IRECIST_PREVNEW_TARGET_NON_NODAL_LESIONS,14,LESION_COMMENTS,14,previousNewNonNodalLesions[14].comments,N,Y
PRIMARY_IRECIST,IRECIST_NEW_TARGET_NON_NODAL_LESIONS,15,LESION_ID,0,newMeasuredNonNodalLesions[15].name,N,Y
PRIMARY_IRECIST,IRECIST_NEW_TARGET_NON_NODAL_LESIONS,15,LDIAM,1,newMeasuredNonNodalLesions[15].overlay.length,N,Y
PRIMARY_IRECIST,IRECIST_NEW_TARGET_NON_NODAL_LESIONS,15,MEASUREMENT_UNITS,2,newMeasuredNonNodalLesions[15].overlay.units,N,Y
PRIMARY_IRECIST,IRECIST_NEW_TARGET_NON_NODAL_LESIONS,15,OVERLAY_IMAGE_RECID,3,newMeasuredNonNodalLesions[15].overlay.imageRecID,N,Y
PRIMARY_IRECIST,IRECIST_NEW_TARGET_NON_NODAL_LESIONS,15,OVERLAY_IMAGE_SERIES,4,newMeasuredNonNodalLesions[15].overlay.imageTitle,N,Y
PRIMARY_IRECIST,IRECIST_NEW_TARGET_NON_NODAL_LESIONS,15,OVERLAY_IMAGE_SLICE_NO,5,newMeasuredNonNodalLesions[15].overlay.sliceNumber,N,Y
PRIMARY_IRECIST,IRECIST_NEW_TARGET_NON_NODAL_LESIONS,15,LESION_LOCATION,6,newMeasuredNonNodalLesions[15].location,N,Y
PRIMARY_IRECIST,IRECIST_NEW_TARGET_NON_NODAL_LESIONS,15,LESION_LOCATION_DESCRIPTION,7,newMeasuredNonNodalLesions[15].locationDescription,N,Y
PRIMARY_IRECIST,IRECIST_NEW_TARGET_NON_NODAL_LESIONS,15,LESION_COMMENTS,8,newMeasuredNonNodalLesions[15].comments,N,Y
PRIMARY_IRECIST,IRECIST_PREVNEW_TARGET_NODAL_LESIONS,16,LESION_ID,0,previousNewNodalLesions[16].name,N,Y
PRIMARY_IRECIST,IRECIST_PREVNEW_TARGET_NODAL_LESIONS,16,FIRST_TP_NAME,1,previousNewNodalLesions[16].firstMeasuredTimepoint.blindedName,N,Y
PRIMARY_IRECIST,IRECIST_PREVNEW_TARGET_NODAL_LESIONS,16,LDIAM,2,previousNewNodalLesions[16].overlay.length,N,Y
PRIMARY_IRECIST,IRECIST_PREVNEW_TARGET_NODAL_LESIONS,16,MEASUREMENT_UNITS,3,previousNewNodalLesions[16].overlay.units,N,Y
PRIMARY_IRECIST,IRECIST_PREVNEW_TARGET_NODAL_LESIONS,16,LESION_LOCATION,4,previousNewNodalLesions[16].location,N,Y
PRIMARY_IRECIST,IRECIST_PREVNEW_TARGET_NODAL_LESIONS,16,locationDescription,5,previousNewNodalLesions[16].locationDescription,N,Y
PRIMARY_IRECIST,IRECIST_PREVNEW_TARGET_NODAL_LESIONS,16,OVERLAY_IMAGE_RECID,6,previousNewNodalLesions[16].overlay.imageRecID,N,Y
PRIMARY_IRECIST,IRECIST_PREVNEW_TARGET_NODAL_LESIONS,16,OVERLAY_IMAGE_SERIES,7,previousNewNodalLesions[16].overlay.imageTitle,N,Y
PRIMARY_IRECIST,IRECIST_PREVNEW_TARGET_NODAL_LESIONS,16,OVERLAY_IMAGE_SLICE_NO,8,previousNewNodalLesions[16].overlay.sliceNumber,N,Y
PRIMARY_IRECIST,IRECIST_PREVNEW_TARGET_NODAL_LESIONS,16,REASON_NOT_MEASURED,9,previousNewNodalLesions[16].reasonNoOverlay,N,Y
PRIMARY_IRECIST,IRECIST_PREVNEW_TARGET_NODAL_LESIONS,16,CORRESPONDING_IMAGE_RECID,10,previousNewNodalLesions[16].imageRecId,N,Y
PRIMARY_IRECIST,IRECIST_PREVNEW_TARGET_NODAL_LESIONS,16,CORRESPONDING_IMAGE_SERIES,11,previousNewNodalLesions[16].imageName,N,Y
PRIMARY_IRECIST,IRECIST_PREVNEW_TARGET_NODAL_LESIONS,16,REASON_NOT_EVALUABLE_QUESTION,12,previousNewNodalLesions[16].lesionReasonNotEvaluableIssues[0].question,Y,Y
