CRF_NAME,SECTION_NAME,SECTION_INDEX,OBSERVATION_CODE,OBS_INDEX,AFD_PATTERN_KEY,IS_CHECKBOX,ACTIVE
PRIMARY_LUGANO,LUGANO_TARGET_INDIVIDUAL_CALCULATIONS,3,LUGANO_TIC_ACPPDNLD,1,targetIndividualCalculations[3].actualChangeOfPrimaryDiameterFromPPDNadir,N,Y
PRIMARY_LUGANO,LUGANO_TARGET_INDIVIDUAL_CALCULATIONS,3,LUGANO_TIC_ACPPDNLP,2,targetIndividualCalculations[3].actualChangeFromNadir,N,Y
PRIMARY_LUGANO,LUGANO_TARGET_INDIVIDUAL_CALCULATIONS,3,LUGANO_TIC_ACPPDNLD_DISPTEXT,3,targetIndividualCalculations[3].ppdNadirDisplayText,N,Y
PRIMARY_LUGANO,LUGANO_TARGET_INDIVIDUAL_CALCULATIONS,3,LUGANO_TIC_ACPPDNLP_DISPTEXT,4,targetIndividualCalculations[3].perpendicularDiameterNadirDisplayText,N,Y
PRIMARY_LUGANO,LUGANO_CALCULATIONS_TARGET_LESIONS,4,CURRENT_TIMEPOINT,0,targetCalculations.timepoint,N,Y
PRIMARY_LUGANO,LUGANO_CALCULATIONS_TARGET_LESIONS,4,SUMPPD,1,targetCalculations.sum,N,Y
PRIMARY_LUGANO,LUGANO_CALCULATIONS_TARGET_LESIONS,4,PCBSPPD,2,targetCalculations.percentageChangeFromBaseline,N,Y
PRIMARY_LUGANO,LUGANO_CALCULATIONS_TARGET_LESIONS,4,PCNSPPD,3,targetCalculations.percentageChangeFromNadir,N,Y
PRIMARY_LUGANO,LUGANO_CALCULATIONS_TARGET_LESIONS,4,NADIR_TIMEPOINT,4,targetCalculations.timepointUsedForNadir,N,Y
PRIMARY_LUGANO,LUGANO_TARGET_ASSESMENT,5,LUGANO_TRGRESP,0,overallTargetLesionAssessment.value,N,Y
PRIMARY_LUGANO,LUGANO_TARGET_ASSESMENT,5,LUGANO_TARGET_UNK_COMMENTS,1,overallTargetLesionAssessment.unknownComments,N,Y
PRIMARY_LUGANO,LUGANO_TARGET_ASSESMENT,5,LUGANO_TARGET_ASSESSMENT_COMMENTS,2,overallTargetLesionAssessment.comments,N,Y
PRIMARY_LUGANO,LUGANO_TARGET_ASSESMENT_SOFT_EDIT_CHECKS,6,LUGANO_TARGET_OVERRIDE_REASONS_QUESTION,0,overallTargetAssessmentSoftEditCheckOverride.overrideReasons[0].question,Y,Y
PRIMARY_LUGANO,LUGANO_TARGET_ASSESMENT_SOFT_EDIT_CHECKS,6,LUGANO_TARGET_OVERRIDE_REASONS_VALUE,0,overallTargetAssessmentSoftEditCheckOverride.overrideReasons[0].value,Y,Y
PRIMARY_LUGANO,LUGANO_TARGET_ASSESMENT_SOFT_EDIT_CHECKS,6,LUGANO_TARGET_OVERRIDE_COMMENTS,1,overallTargetAssessmentSoftEditCheckOverride.comments,N,Y
PRIMARY_LUGANO,LUGANO_NON_TARGET_LESIONS,7,LESION_ID,0,nonTargetLesions[7].name,N,Y
PRIMARY_LUGANO,LUGANO_NON_TARGET_LESIONS,7,OVERLAY_IMAGE_RECID,1,nonTargetLesions[7].overlay.imageRecID,N,Y
PRIMARY_LUGANO,LUGANO_NON_TARGET_LESIONS,7,OVERLAY_IMAGE_SERIES,2,nonTargetLesions[7].overlay.imageTitle,N,Y
PRIMARY_LUGANO,LUGANO_NON_TARGET_LESIONS,7,OVERLAY_IMAGE_SLICE_NO,3,nonTargetLesions[7].overlay.sliceNumber,N,Y
PRIMARY_LUGANO,LUGANO_NON_TARGET_LESIONS,7,LESION_LOCATION,4,nonTargetLesions[7].location,N,Y
PRIMARY_LUGANO,LUGANO_NON_TARGET_LESIONS,7,LESION_LOCATION_DESCRIPTION,5,nonTargetLesions[7].locationDescription,N,Y
PRIMARY_LUGANO,LUGANO_NON_TARGET_LESIONS,7,LESION_ASSESSMENT,6,nonTargetLesions[7].assessment,N,Y
PRIMARY_LUGANO,LUGANO_NON_TARGET_LESIONS,7,CORRESPONDING_IMAGE_RECID,7,nonTargetLesions[7].imageRecID,N,Y
PRIMARY_LUGANO,LUGANO_NON_TARGET_LESIONS,7,CORRESPONDING_IMAGE_SERIES,8,nonTargetLesions[7].imageName,N,Y
PRIMARY_LUGANO,LUGANO_NON_TARGET_LESIONS,7,REASON_NOT_EVALUABLE,9,nonTargetLesions[7].lesionReasonNotEvaluableIssues,N,Y
PRIMARY_LUGANO,LUGANO_NON_TARGET_LESIONS,7,REASON_NOT_EVALUABLE_COMMENT,10,nonTargetLesions[7].unknownComments,N,Y
PRIMARY_LUGANO,LUGANO_NON_TARGET_LESIONS,7,LESION_COMMENTS,11,nonTargetLesions[7].comments,N,Y
PRIMARY_LUGANO,LUGANO_NON_TARGET_ASSESMENT,8,LUGANO_NTRGRESP,0,overallNonTargetLesionAssessment.value,N,Y
PRIMARY_LUGANO,LUGANO_NON_TARGET_ASSESMENT,8,LUGANO_NON_TARGET_UNK_COMMENTS,1,overallNonTargetLesionAssessment.unknownComments,N,Y
PRIMARY_LUGANO,LUGANO_NON_TARGET_ASSESMENT,8,LUGANO_NON_TARGET_ASSESSMENT_COMMENTS,2,overallNonTargetLesionAssessment.comments,N,Y
PRIMARY_LUGANO,LUGANO_NON_TARGET_ASSESMENT_SOFT_EDIT_CHECKS,9,LUGANO_NON_TARGET_OVERRIDE_REASONS,0,overallNonTargetAssessmentSoftEditCheckOverride.overrideReasons,N,Y
PRIMARY_LUGANO,LUGANO_NON_TARGET_ASSESMENT_SOFT_EDIT_CHECKS,9,LUGANO_NON_TARGET_OVERRIDE_COMMENTS,1,overallNonTargetAssessmentSoftEditCheckOverride.comments,N,Y
PRIMARY_LUGANO,LUGANO_SPLEEN_MEASUREMENTS,10,SPLEEN_ID,0,spleenMeasurement.name,N,Y
PRIMARY_LUGANO,LUGANO_SPLEEN_MEASUREMENTS,10,SPLEEN_SLICE_RANGE,1,spleenMeasurement.sliceRangeIdentified,N,Y
PRIMARY_LUGANO,LUGANO_SPLEEN_MEASUREMENTS,10,SPLEEN_SLICE_COUNT,2,spleenMeasurement.sliceCount,N,Y
PRIMARY_LUGANO,LUGANO_SPLEEN_MEASUREMENTS,10,SPLEEN_LENGTH,3,spleenMeasurement.length,N,Y
PRIMARY_LUGANO,LUGANO_SPLEEN_MEASUREMENTS,10,SPLEEN_NORM,4,spleenMeasurement.norm,N,Y
PRIMARY_LUGANO,LUGANO_SPLEEN_MEASUREMENTS,10,REASON_NOT_MEASURED,5,spleenMeasurement.reasonNotMeasured,N,Y
PRIMARY_LUGANO,LUGANO_SPLEEN_MEASUREMENTS,10,REASON_NOT_MEASURED_COMMENTS,6,spleenMeasurement.reasonNotMeasuredComments,N,Y
PRIMARY_LUGANO,LUGANO_SPLEEN_MEASUREMENTS,10,OVERLAY_IMAGE_RECID,7,spleenMeasurement.overlays[0].imageRecID,N,Y
PRIMARY_LUGANO,LUGANO_SPLEEN_MEASUREMENTS,10,OVERLAY_IMAGE_SERIES,8,spleenMeasurement.overlays[0].imageTitle,N,Y
PRIMARY_LUGANO,LUGANO_SPLEEN_MEASUREMENTS,10,SPLEEN_SLICE_DISTANCE,9,spleenMeasurement.sliceDistance,N,Y
PRIMARY_LUGANO,LUGANO_SPLEEN_MEASUREMENTS,10,SPLEEN_SLICE_INTERVAL,10,spleenMeasurement.sliceInterval,N,Y
PRIMARY_LUGANO,LUGANO_SPLEEN_MEASUREMENTS,10,SPLEEN_SLICE1,11,spleenMeasurement.sliceNumber1,N,Y
PRIMARY_LUGANO,LUGANO_SPLEEN_MEASUREMENTS,10,SPLEEN_SLICE2,12,spleenMeasurement.sliceNumber2,N,Y
PRIMARY_LUGANO,LUGANO_SPLEEN_MEASUREMENTS,10,SPLEEN_CALCULATION_METHOD,13,spleenMeasurement.calculationMethod,N,Y
PRIMARY_LUGANO,LUGANO_SPLEEN_CALCULATIONS,11,SPLEEN_LENGTH,0,spleenCalculations.length,N,Y
PRIMARY_LUGANO,LUGANO_SPLEEN_CALCULATIONS,11,SPLEEN_ENLARGED_LENGTH,1,spleenCalculations.LE,N,Y
PRIMARY_LUGANO,LUGANO_SPLEEN_CALCULATIONS,11,SPLEEN_UNITS,2,spleenCalculations.units,N,Y
PRIMARY_LUGANO,LUGANO_SPLEEN_CALCULATIONS,11,SPLEEN_ACBLE,3,spleenCalculations.actualChangeFromBaselineLE,N,Y
PRIMARY_LUGANO,LUGANO_SPLEEN_CALCULATIONS,11,SPLEEN_ACBL,4,spleenCalculations.actualChangeFromBaselineLength,N,Y
PRIMARY_LUGANO,LUGANO_SPLEEN_CALCULATIONS,11,SPLEEN_ACNLE,5,spleenCalculations.actualChangeFromNadirLE,N,Y
PRIMARY_LUGANO,LUGANO_SPLEEN_CALCULATIONS,11,SPLEEN_ACNL,6,spleenCalculations.actualChangeFromNadirLength,N,Y
PRIMARY_LUGANO,LUGANO_SPLEEN_CALCULATIONS,11,SPLEEN_PCBLE,7,spleenCalculations.percentageChangeFromBaselineLE,N,Y
PRIMARY_LUGANO,LUGANO_SPLEEN_CALCULATIONS,11,SPLEEN_PCBL,8,spleenCalculations.percentageChangeFromBaselineLength,N,Y
PRIMARY_LUGANO,LUGANO_SPLEEN_CALCULATIONS,11,SPLEEN_PCNLE,9,spleenCalculations.percentageChangeFromNadirLE,N,Y
PRIMARY_LUGANO,LUGANO_SPLEEN_CALCULATIONS,11,SPLEEN_PCNL,10,spleenCalculations.percentageChangeFromNadirLength,N,Y
PRIMARY_LUGANO,LUGANO_SPLEEN_CALCULATIONS,11,SPLEEN_LE_NADIR_TIMEPOINT,11,spleenCalculations.timepointUsedForNadirLE,N,Y
PRIMARY_LUGANO,LUGANO_SPLEEN_CALCULATIONS,11,SPLEEN_LENGTH_NADIR_TIMEPOINT,12,spleenCalculations.timepointUsedForNadirLength,N,Y
PRIMARY_LUGANO,LUGANO_SPLEEN_ASSESMENT,12,LUGANO_SPLNRESP,0,spleenAssessment.assessment,N,Y
PRIMARY_LUGANO,LUGANO_SPLEEN_ASSESMENT,12,LUGANO_SPLNRESP_CALCULATED,1,spleenAssessment.calculatedAssessment,N,Y
PRIMARY_LUGANO,LUGANO_SPLEEN_ASSESMENT,12,LUGANO_SPLEEN_UNK_COMMENTS,2,spleenAssessment.unknownComments,N,Y
PRIMARY_LUGANO,LUGANO_SPLEEN_ASSESMENT,12,LUGANO_SPLEEN_ASSESSMENT_COMMENTS,3,spleenAssessment.comments,N,Y
PRIMARY_LUGANO,LUGANO_SPLEEN_ASSESMENT_SOFT_EDIT_CHECKS,13,LUGANO_SPLEEN_OVERRIDE_REASONS_QUESTION,0,spleenSoftEditCheckOverride.overrideReasons[0].question,Y,Y
PRIMARY_LUGANO,LUGANO_SPLEEN_ASSESMENT_SOFT_EDIT_CHECKS,13,LUGANO_SPLEEN_OVERRIDE_REASONS_VALUE,0,spleenSoftEditCheckOverride.overrideReasons[0].value,Y,Y
PRIMARY_LUGANO,LUGANO_SPLEEN_ASSESMENT_SOFT_EDIT_CHECKS,13,LUGANO_SPLEEN_OVERRIDE_COMMENTS,1,spleenSoftEditCheckOverride.comments,N,Y
PRIMARY_LUGANO,LUGANO_LIVER_ASSESSMENT,14,LUGANO_LIVRRESP,0,liverAssessment.assessment,N,Y
PRIMARY_LUGANO,LUGANO_LIVER_ASSESSMENT,14,LUGANO_LIVER_UNK_COMMENTS,1,liverAssessment.unknownComments,N,Y
PRIMARY_LUGANO,LUGANO_LIVER_ASSESSMENT,14,LUGANO_LIVER_ASSESSMENT_COMMENTS,2,liverAssessment.comments,N,Y
PRIMARY_LUGANO,LUGANO_PREVNEW_LESIONS,15,LESION_ID,0,previousNewLesions[15].name,N,Y
PRIMARY_LUGANO,LUGANO_PREVNEW_LESIONS,15,FIRST_TP_NAME,1,previousNewLesions[15].firstMeasuredTimepoint.blindedName,N,Y
PRIMARY_LUGANO,LUGANO_PREVNEW_LESIONS,15,LUGANO_LESION_TYPE,2,previousNewLesions[15].l_type,N,Y
PRIMARY_LUGANO,LUGANO_PREVNEW_LESIONS,15,LDIAM,3,previousNewLesions[15].overlay.primaryLength,N,Y
PRIMARY_LUGANO,LUGANO_PREVNEW_LESIONS,15,LPERP,4,previousNewLesions[15].overlay.orthogonalLength,N,Y
PRIMARY_LUGANO,LUGANO_PREVNEW_LESIONS,15,PPD,5,previousNewLesions[15].overlay.crossProduct,N,Y
PRIMARY_LUGANO,LUGANO_PREVNEW_LESIONS,15,MEASUREMENT_UNITS,6,previousNewLesions[15].overlay.units,N,Y
PRIMARY_LUGANO,LUGANO_PREVNEW_LESIONS,15,OVERLAY_IMAGE_RECID,7,previousNewLesions[15].overlay.imageRecID,N,Y
PRIMARY_LUGANO,LUGANO_PREVNEW_LESIONS,15,OVERLAY_IMAGE_SERIES,8,previousNewLesions[15].overlay.imageTitle,N,Y
PRIMARY_LUGANO,LUGANO_PREVNEW_LESIONS,15,OVERLAY_IMAGE_SLICE_NO,9,previousNewLesions[15].overlay.sliceNumber,N,Y
PRIMARY_LUGANO,LUGANO_PREVNEW_LESIONS,15,LESION_LOCATION,10,previousNewLesions[15].location,N,Y
PRIMARY_LUGANO,LUGANO_PREVNEW_LESIONS,15,LESION_LOCATION_DESCRIPTION,11,previousNewLesions[15].locationDescription,N,Y
PRIMARY_LUGANO,LUGANO_PREVNEW_LESIONS,15,PET_NEGATIVE,12,previousNewLesions[15],N,Y
PRIMARY_LUGANO,LUGANO_PREVNEW_LESIONS,15,REASON_NOT_MEASURED,12,previousNewLesions[15].reasonNoOverlay,N,Y
PRIMARY_LUGANO,LUGANO_PREVNEW_LESIONS,15,REASON_PERP_NOT_MEASURED,13,previousNewLesions[15].overlay.reasonOrthogonalNotMeasured,N,Y
PRIMARY_LUGANO,LUGANO_PREVNEW_LESIONS,15,CORRESPONDING_IMAGE_RECID,14,previousNewLesions[15].imageRecID,N,Y
PRIMARY_LUGANO,LUGANO_PREVNEW_LESIONS,15,CORRESPONDING_IMAGE_SERIES,15,previousNewLesions[15].imageName,N,Y
PRIMARY_LUGANO,LUGANO_PREVNEW_LESIONS,15,REASON_NOT_EVALUABLE_QUESTION,16,previousNewLesions[15].lesionReasonNotEvaluableIssues[0].question,Y,Y
PRIMARY_LUGANO,LUGANO_PREVNEW_LESIONS,15,REASON_NOT_EVALUABLE_VALUE,16,previousNewLesions[15].lesionReasonNotEvaluableIssues[0].value,Y,Y
PRIMARY_LUGANO,LUGANO_PREVNEW_LESIONS,15,REASON_NOT_EVALUABLE_COMMENT,17,previousNewLesions[15].unknownComments,N,Y
PRIMARY_LUGANO,LUGANO_PREVNEW_LESIONS,15,LESION_COMMENTS,18,previousNewLesions[15].comments,N,Y
PRIMARY_LUGANO,LUGANO_PREVNEW_LESIONS,15,LESION_STATUS,19,previousNewLesions[15].status,N,Y
PRIMARY_LUGANO,LUGANO_NEW_LESIONS,16,LESION_ID,0,newLesions[16].name,N,Y
PRIMARY_LUGANO,LUGANO_NEW_LESIONS,16,LDIAM,1,newLesions[16].overlay.primaryLength,N,Y
PRIMARY_LUGANO,LUGANO_NEW_LESIONS,16,LPERP,2,newLesions[16].overlay.orthogonalLength,N,Y
PRIMARY_LUGANO,LUGANO_NEW_LESIONS,16,PPD,3,newLesions[16].overlay.crossProduct,N,Y
PRIMARY_LUGANO,LUGANO_NEW_LESIONS,16,MEASUREMENT_UNITS,4,newLesions[16].overlay.units,N,Y
PRIMARY_LUGANO,LUGANO_NEW_LESIONS,16,OVERLAY_IMAGE_RECID,5,newLesions[16].overlay.imageRecID,N,Y
PRIMARY_LUGANO,LUGANO_NEW_LESIONS,16,OVERLAY_IMAGE_SERIES,6,newLesions[16].overlay.imageTitle,N,Y
PRIMARY_LUGANO,LUGANO_NEW_LESIONS,16,OVERLAY_IMAGE_SLICE_NO,7,newLesions[16].overlay.sliceNumber,N,Y
PRIMARY_LUGANO,LUGANO_NEW_LESIONS,16,LUGANO_LESION_TYPE,8,newLesions[16].l_type,N,Y
PRIMARY_LUGANO,LUGANO_NEW_LESIONS,16,PET_NEGATIVE,9,newLesions[16],N,Y
PRIMARY_LUGANO,LUGANO_NEW_LESIONS,16,LESION_LOCATION,10,newLesions[16].location,N,Y
PRIMARY_LUGANO,LUGANO_NEW_LESIONS,16,LESION_LOCATION_DESCRIPTION,11,newLesions[16].locationDescription,N,Y
PRIMARY_LUGANO,LUGANO_NEW_LESIONS,16,LESION_COMMENTS,12,newLesions[16].comments,N,Y
PRIMARY_LUGANO,LUGANO_GI_INVOLVEMENT,17,LUGANO_GI_EVIDENCE,3,gastroIntestinalInvolvement.evidence,N,Y
PRIMARY_LUGANO,LUGANO_GI_INVOLVEMENT,17,LUGANO_GI_PRESENT_TYPE,4,gastroIntestinalInvolvement.subEvidence,N,Y
PRIMARY_LUGANO,LUGANO_GI_INVOLVEMENT,17,LUGANO_GI_COMMENTS,5,gastroIntestinalInvolvement.comments,N,Y
PRIMARY_LUGANO,LUGANO_CT_MRI_OTR_ASSESSMENT,18,LUGANO_CTMRI_OTR_OVERRIDE_REASONS,0,overallAssessment.overrideReasons,N,Y
PRIMARY_LUGANO,LUGANO_CT_MRI_OTR_ASSESSMENT,18,LUGANO_CTMRI_OTR_PD_REASONS_QUESTION,1,overallAssessment.reasonsForPD[0].question,Y,Y
PRIMARY_LUGANO,LUGANO_CT_MRI_OTR_ASSESSMENT,18,LUGANO_CTMRI_OTR_PD_REASONS_VALUE,1,overallAssessment.reasonsForPD[0].value,Y,Y
PRIMARY_LUGANO,LUGANO_CT_MRI_OTR_ASSESSMENT,18,LUGANO_CTMRI_OTR_OVERRIDE_COMMENTS,1,overallAssessment.comments,N,Y
PRIMARY_LUGANO,LUGANO_CT_MRI_OTR_ASSESSMENT,18,LUGANO_CTMRI_OTR_PD_COMMENTS,2,overallAssessment.pdComments,N,Y
PRIMARY_LUGANO,LUGANO_CT_MRI_OTR_ASSESSMENT,18,LUGANO_CTMRI_OTR_NE_REASONS_QUESTION,3,overallAssessment.reasonsForUnknown[0].question,Y,Y
PRIMARY_LUGANO,LUGANO_CT_MRI_OTR_ASSESSMENT,18,LUGANO_CTMRI_OTR_NE_REASONS_VALUE,3,overallAssessment.reasonsForUnknown[0].value,Y,Y
PRIMARY_LUGANO,LUGANO_CT_MRI_OTR_ASSESSMENT,18,LUGANO_CTMRI_OTR_NE_COMMENTS,4,overallAssessment.unknownComments,N,Y
PRIMARY_LUGANO,LUGANO_CT_MRI_OTR_ASSESSMENT,18,LUGANO_CTMRI_OTR_ND_COMMENTS,5,overallAssessment.noDiseaseComments,N,Y
PRIMARY_LUGANO,LUGANO_CT_MRI_OTR_ASSESSMENT,18,LUGANO_CTMRI_OTR_ASSESSMENT_COMMENTS,6,overallAssessment.comments,N,Y
PRIMARY_LUGANO,LUGANO_ANATOMICAL_COVERAGE,20,LUGANO_CSAI_STATUS,0,anatomicalCoverage.status,N,Y
PRIMARY_LUGANO,LUGANO_ANATOMICAL_COVERAGE,20,LUGANO_CSAI_NOT_SEEN_QUESTION,1,anatomicalCoverage.anatomies[0].question,Y,Y
PRIMARY_LUGANO,LUGANO_ANATOMICAL_COVERAGE,20,LUGANO_CSAI_NOT_SEEN_VALUE,1,anatomicalCoverage.anatomies[0].value,Y,Y
PRIMARY_LUGANO,LUGANO_PET_ASESSMENT,21,LUGANO_FIVE_POINT_SCORE,0,fdgpetScoringAssessment.fivePointScaleAssessment,N,Y
PRIMARY_LUGANO,LUGANO_PET_ASESSMENT,21,LUGANO_FIVE_POINT_SCORE_SUBASSESSMENT,1,fdgpetScoringAssessment.fivePointScaleSubAssessment,N,Y
PRIMARY_LUGANO,LUGANO_PET_ASESSMENT,21,LUGANO_LESION_CONSISTENT_WITH_LYMPHOMA,2,fdgpetScoringAssessment.newLesionsConsistentWithLymphoma,N,Y
PRIMARY_LUGANO,LUGANO_PET_ASESSMENT,21,LUGANO_HOTTEST_LESION,3,fdgpetScoringAssessment.hottestLesionLocation,N,Y
PRIMARY_LUGANO,LUGANO_PET_ASESSMENT,21,LUGANO_HOTTEST_LESION_LOCATION,4,fdgpetScoringAssessment.hottestLesion.location,N,Y
PRIMARY_LUGANO,LUGANO_PET_ASESSMENT,21,LUGANO_BONEMARROW_ASSESSMENT,5,fdgpetScoringAssessment.boneMarrowAssessment,N,Y
PRIMARY_LUGANO,LUGANO_PET_ASESSMENT,21,LUGANO_BONEMARROW_ASSESSMENT_COMMENTS,6,fdgpetScoringAssessment.boneMarrowAssessmentComments,N,Y
PRIMARY_LUGANO,LUGANO_PET_ASESSMENT,21,LUGANO_HOTTEST_BONEMARROW_LOCATION,7,fdgpetScoringAssessment.hottestFocalUptakeInBoneMarrow.location,N,Y
PRIMARY_LUGANO,LUGANO_PET_ASESSMENT,21,LUGANO_HOTTEST_BONEMARROW_LOCATION_DESCRIPTION,8,fdgpetScoringAssessment.hottestFocalUptakeInBoneMarrow.locationDescription,N,Y
PRIMARY_LUGANO,LUGANO_PET_ASESSMENT,21,LUGANO_AREA_LYMPHOMA_UNRELATED,9,fdgpetScoringAssessment.areasOfUptakeNotRelatedToLymphoma,N,Y
PRIMARY_LUGANO,LUGANO_PET_ASESSMENT,21,LUGANO_AREA_LYMPHOMA_UNRELATED_LOCATION,10,fdgpetScoringAssessment.areasOfUptakeNotRelatedToLymphomaLocation.location,N,Y
PRIMARY_LUGANO,LUGANO_PET_ASESSMENT,21,LUGANO_AREA_LYMPHOMA_UNRELATED_LOCATION_DESCRIPTION,11,fdgpetScoringAssessment.areasOfUptakeNotRelatedToLymphomaLocation.locationDescription,N,Y
PRIMARY_LUGANO,LUGANO_OTR_ASSESSMENT,22,LUGANO_OVRLRESP,12,luganoOverallAssessment.value,N,Y
PRIMARY_LUGANO,LUGANO_OTR_ASSESSMENT,22,LUGANO_OTR_PD_REASONS,13,luganoOverallAssessment.reasonsForPD,N,Y
PRIMARY_LUGANO,LUGANO_OTR_ASSESSMENT,22,LUGANO_OTR_PD_COMMENTS,14,luganoOverallAssessment.pdComments,N,Y
PRIMARY_LUGANO,LUGANO_OTR_ASSESSMENT,22,LUGANO_OTR_NE_REASONS,15,luganoOverallAssessment.reasonsForUnknown,N,Y
PRIMARY_LUGANO,LUGANO_OTR_ASSESSMENT,22,LUGANO_OTR_NE_COMMENTS,16,luganoOverallAssessment.unknownComments,N,Y
PRIMARY_LUGANO,LUGANO_OTR_ASSESSMENT,22,LUGANO_OTR_ASSESSMENT_COMMENTS,17,luganoOverallAssessment.comments,N,Y
PRIMARY_LUGANO,LUGANO_OTR_ASSESSMENT_SOFT_EDIT_CHECKS,23,LUGANO_OTR_OVERRIDE_REASONS_QUESTION,0,luganoOverallAssessmentSoftEditCheckOverride.overrideReasons[0].question,Y,Y
PRIMARY_LUGANO,LUGANO_OTR_ASSESSMENT_SOFT_EDIT_CHECKS,23,LUGANO_OTR_OVERRIDE_REASONS_VALUE,0,luganoOverallAssessmentSoftEditCheckOverride.overrideReasons[0].value,Y,Y
PRIMARY_LUGANO,LUGANO_OTR_ASSESSMENT_SOFT_EDIT_CHECKS,23,LUGANO_OTR_OVERRIDE_COMMENTS,1,luganoOverallAssessmentSoftEditCheckOverride.comments,N,Y
